ID produktu;Kategoria;Podkategoria;Nazwa produktu;Cena zakupu;ID Dostawcy;Rozmiar opakowania;Minimum do zamówienia
TEC-PH-10000984;Technologiczne;Telefony;Panasonic KX-TG9471B;250,87;PMM-13;2;10
OFF-ST-10001325;Wsparcie biura;Składowanie;Sterilite Officeware Hinged File Box;9,12;PEN-28;9;27
OFF-BI-10002429;Wsparcie biura;Segregatory;Premier Elliptical Ring Binder, Black;-3,65;COL-25;14;70
OFF-BI-10004528;Wsparcie biura;Segregatory;Cardinal Poly Pocket Divider Pockets for Ring Binders;3,53;LEC-23;11;66
OFF-AP-10001271;Wsparcie biura;Urządzenia;Eureka The Boss Cordless Rechargeable Stick Vac;64,74;COL-29;8;32
FUR-CH-10002647;Meble;Krzesła;Situations Contoured Folding Chairs, 4/Set;88,73;EXW-09;1;9
TEC-AC-10001432;Technologiczne;Akcesoria;Enermax Aurora Lite Keyboard;112,54;DOD-20;10;100
TEC-PH-10002262;Technologiczne;Telefony;LG Electronics Tone+ HBS-730 Bluetooth Headset;52,37;PC--16;2;4
TEC-AC-10001465;Technologiczne;Akcesoria;SanDisk Cruzer 64 GB USB Flash Drive;32,69;WTF-11;9;72
TEC-PH-10002597;Technologiczne;Telefony;Xblue XB-1670-86 X16 Small Office Telephone - Titanium;107,09;NAN-19;1;5
FUR-FU-10000723;Meble;Meble;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;-4,55;CRO-07;1;5
OFF-BI-10000404;Wsparcie biura;Segregatory;Avery Printable Repositionable Plastic Tabs;9,2;PLA-26;11;66
OFF-PA-10002986;Wsparcie biura;Papier;Xerox 1898;9,89;COL-29;3;9
OFF-SU-10001935;Wsparcie biura;Wsparcie;Staple remover;1,4;MED-24;16;160
FUR-CH-10002024;Meble;Krzesła;HON 5400 Series Task Chairs for Big and Tall;560,79;BES-08;1;4
FUR-FU-10003039;Meble;Meble;"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock";40,54;CRO-07;1;9
OFF-FA-10004248;Wsparcie biura;Łączniki;Advantus T-Pin Paper Clips;4,46;COL-29;24;168
OFF-ST-10001780;Wsparcie biura;Składowanie;Tennsco 16-Compartment Lockers with Coat Rack;803,39;PLA-26;1;9
OFF-AR-10003560;Wsparcie biura;Artykuły;Zebra Zazzle Fluorescent Highlighters;5,72;COL-25;17;119
OFF-LA-10001297;Wsparcie biura;Etykiety;Avery 473;15,32;TYP-30;14;126
FUR-TA-10004256;Meble;Tabel;Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables;279,66;TER-06;1;2
OFF-PA-10003441;Wsparcie biura;Papier;Xerox 226;9,59;PEN-28;4;16
OFF-BI-10000069;Wsparcie biura;Segregatory;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;15,91;PLA-26;6;48
OFF-AP-10003914;Wsparcie biura;Urządzenia;Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts;2,86;SCR-27;2;6
FUR-FU-10004020;Meble;Meble;Advantus Panel Wall Acrylic Frame;5,63;AMP-04;1;7
OFF-FA-10003467;Wsparcie biura;Łączniki;Alliance Big Bands Rubber Bands, 12/Pack;1,98;LEC-23;18;180
TEC-PH-10002496;Technologiczne;Telefony;Cisco SPA301;140,39;AKO-14;2;6
OFF-PA-10004530;Wsparcie biura;Papier;Personal Creations Ink Jet Cards and Labels;17,11;PEN-28;1;3
OFF-BI-10001107;Wsparcie biura;Segregatory;GBC White Gloss Covers, Plain Front;15,49;HAR-21;22;132
OFF-PA-10004451;Wsparcie biura;Papier;Xerox 222;9,59;COL-29;3;12
FUR-CH-10004997;Meble;Krzesła;Hon Every-Day Series Multi-Task Chairs;150,38;OBE-10;1;5
TEC-PH-10000347;Technologiczne;Telefony;Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple;6,29;REN-17;3;15
OFF-AR-10003394;Wsparcie biura;Artykuły;Newell 332;3,73;HAR-21;19;114
OFF-PA-10001450;Wsparcie biura;Papier;Rediform S.O.S. Phone Message Books;7,42;LEC-23;2;6
OFF-SU-10001574;Wsparcie biura;Wsparcie;Acme Value Line Scissors;4,75;PIE-22;18;90
FUR-FU-10001475;Meble;Meble;"Contract Clock, 14"", Brown";3,08;AVF-02;1;10
OFF-SU-10004498;Wsparcie biura;Wsparcie;Martin-Yale Premier Letter Opener;13,27;LEC-23;9;90
TEC-PH-10000586;Technologiczne;Telefony;AT&T SB67148 SynJ;57,41;NAN-19;1;2
OFF-BI-10002764;Wsparcie biura;Segregatory;Recycled Pressboard Report Cover with Reinforced Top Hinge;0,29;SCR-27;8;72
OFF-LA-10003930;Wsparcie biura;Etykiety;Dot Matrix Printer Tape Reel Labels, White, 5000/Box;146,48;PLA-26;19;133
TEC-PH-10003800;Technologiczne;Telefony;i.Sound Portable Power - 8000 mAh;32,32;REN-17;2;4
OFF-PA-10002005;Wsparcie biura;Papier;Xerox 225;7;MED-24;3;12
OFF-PA-10004101;Wsparcie biura;Papier;Xerox 1894;7;PEN-28;3;12
OFF-AR-10004078;Wsparcie biura;Artykuły;Newell 312;5,26;PIE-22;10;60
OFF-AP-10004708;Wsparcie biura;Urządzenia;Fellowes Superior 10 Outlet Split Surge Protector;49,1;PIE-22;10;50
FUR-FU-10001979;Meble;Meble;Dana Halogen Swing-Arm Architect Lamp;52,44;ANG-05;1;5
OFF-SU-10004115;Wsparcie biura;Wsparcie;Acme Stainless Steel Office Snips;6,33;PLA-26;6;54
TEC-PH-10001425;Technologiczne;Telefony;Mophie Juice Pack Helium for iPhone;38,39;AKO-14;1;4
TEC-PH-10003963;Technologiczne;Telefony;GE 2-Jack Phone Line Splitter;94,76;STI-12;3;9
OFF-ST-10001490;Wsparcie biura;Składowanie;Hot File 7-Pocket, Floor Stand;160,63;HAR-21;1;9
OFF-PA-10002120;Wsparcie biura;Papier;Xerox 1889;59,91;TYP-30;1;2
OFF-BI-10000848;Wsparcie biura;Segregatory;Angle-D Ring Binders;0,33;COL-29;11;110
TEC-PH-10003092;Technologiczne;Telefony;Motorola L804;22,54;X-H-15;1;2
OFF-LA-10004345;Wsparcie biura;Etykiety;Avery 493;5,35;TYP-30;19;114
OFF-PA-10001204;Wsparcie biura;Papier;Xerox 1972;5,55;MED-24;1;2
TEC-PH-10004667;Technologiczne;Telefony;Cisco 8x8 Inc. 6753i IP Business Phone System;63,45;PC--16;2;6
OFF-BI-10002949;Wsparcie biura;Segregatory;Prestige Round Ring Binders;0,43;PIE-22;8;72
FUR-FU-10003849;Meble;Meble;DAX Metal Frame, Desktop, Stepped-Edge;28,14;OBE-10;1;3
FUR-FU-10000010;Meble;Meble;DAX Value U-Channel Document Frames, Easel Back;6,51;OBE-10;1;7
OFF-BI-10002824;Wsparcie biura;Segregatory;Recycled Easel Ring Binders;15,67;PLA-26;17;136
TEC-PH-10002538;Technologiczne;Telefony;Grandstream GXP1160 VoIP phone;48,9;NAN-19;2;4
OFF-BI-10002103;Wsparcie biura;Segregatory;Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl;-1,22;PLA-26;17;136
FUR-CH-10004853;Meble;Krzesła;Global Manager's Adjustable Task Chair, Storm;194,77;OBE-10;1;5
OFF-AP-10000179;Wsparcie biura;Urządzenia;Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room;146,82;PIE-22;10;100
OFF-ST-10001272;Wsparcie biura;Składowanie;Mini 13-1/2 Capacity Data Binder Rack, Pearl;163,59;COL-25;2;8
FUR-FU-10000221;Meble;Meble;Master Caster Door Stop, Brown;6,81;AMP-04;1;4
OFF-AP-10001563;Wsparcie biura;Urządzenia;Belkin Premiere Surge Master II 8-outlet surge protector;62,67;HAR-21;4;40
OFF-BI-10000605;Wsparcie biura;Segregatory;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";4,08;MED-24;25;150
OFF-ST-10001963;Wsparcie biura;Składowanie;Tennsco Regal Shelving Units;63,89;COL-25;9;27
TEC-AC-10001267;Technologiczne;Akcesoria;Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...;29,95;DOD-20;10;100
TEC-PH-10002103;Technologiczne;Telefony;Jabra SPEAK 410;82,71;MIC-18;2;6
TEC-AC-10002857;Technologiczne;Akcesoria;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack;6,78;PMM-13;15;75
FUR-CH-10001482;Meble;Krzesła;Office Star - Mesh Screen back chair with Vinyl seat;145,39;ANG-05;1;7
OFF-BI-10001989;Wsparcie biura;Segregatory;Premium Transparent Presentation Covers by GBC;1,68;SCR-27;13;130
OFF-AP-10003287;Wsparcie biura;Urządzenia;Tripp Lite TLP810NET Broadband Surge for Modem/Fax;44,85;PLA-26;8;40
OFF-BI-10004728;Wsparcie biura;Segregatory;Wilson Jones Turn Tabs Binder Tool for Ring Binders;5,11;TYP-30;12;108
FUR-FU-10000732;Meble;Meble;Eldon 200 Class Desk Accessories;8,29;OBE-10;1;6
OFF-ST-10000585;Wsparcie biura;Składowanie;Economy Rollaway Files;208,15;LEC-23;4;36
OFF-LA-10002787;Wsparcie biura;Etykiety;Avery 480;5,55;PLA-26;15;135
OFF-PA-10001934;Wsparcie biura;Papier;Xerox 1993;9,66;MED-24;2;6
OFF-AP-10002457;Wsparcie biura;Urządzenia;Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red;132,91;LEC-23;9;27
OFF-FA-10003112;Wsparcie biura;Łączniki;Staples;8,28;TYP-30;8;64
OFF-AP-10002350;Wsparcie biura;Urządzenia;Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector;16,58;PLA-26;4;36
TEC-AC-10001142;Technologiczne;Akcesoria;First Data FD10 PIN Pad;86,9;WTF-11;8;80
TEC-AC-10001101;Technologiczne;Akcesoria;Sony 16GB Class 10 Micro SDHC R40 Memory Card;14,18;X-H-15;11;88
OFF-AP-10002439;Wsparcie biura;Urządzenia;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;61,04;COL-29;2;6
OFF-BI-10002827;Wsparcie biura;Segregatory;Avery Durable Poly Binders;0,34;TYP-30;13;104
OFF-EN-10002230;Wsparcie biura;Koperty;Airmail Envelopes;89,81;SCR-27;6;30
OFF-ST-10001511;Wsparcie biura;Składowanie;Space Solutions Commercial Steel Shelving;42,02;COL-25;8;48
OFF-SU-10004231;Wsparcie biura;Wsparcie;Acme Tagit Stainless Steel Antibacterial Scissors;8,61;COL-25;15;135
TEC-PH-10004042;Technologiczne;Telefony;ClearOne Communications CHAT 70 OC Speaker Phone;136,73;DOD-20;2;4
FUR-FU-10003096;Meble;Meble;Master Giant Foot Doorstop, Safety Yellow;7,82;BES-08;1;8
FUR-FU-10002759;Meble;Meble;12-1/2 Diameter Round Wall Clock;3,2;ANG-05;1;10
FUR-TA-10000688;Meble;Tabel;Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;37,04;CRO-07;1;9
OFF-AR-10001954;Wsparcie biura;Artykuły;Newell 331;4,25;PLA-26;24;192
OFF-AP-10004532;Wsparcie biura;Urządzenia;Kensington 6 Outlet Guardian Standard Surge Protector;26,01;COL-25;5;50
OFF-PA-10002137;Wsparcie biura;Papier;Southworth 100% Résumé Paper, 24lb.;11,28;PEN-28;3;9
OFF-AP-10000804;Wsparcie biura;Urządzenia;Hoover Portapower Portable Vacuum;-1,57;COL-29;3;30
TEC-AC-10003614;Technologiczne;Akcesoria;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack;10,78;AKO-14;9;72
FUR-FU-10003553;Meble;Meble;"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock";13,75;ANG-05;1;8
OFF-BI-10004632;Wsparcie biura;Segregatory;Ibico Hi-Tech Manual Binding System;-45,75;SCR-27;5;45
OFF-BI-10003305;Wsparcie biura;Segregatory;Avery Hanging File Binders;6,34;LEC-23;13;104
OFF-ST-10002583;Wsparcie biura;Składowanie;Fellowes Neat Ideas Storage Cubes;33,78;PLA-26;4;16
TEC-MA-10004125;Technologiczne;Maszyny;Cubify CubeX 3D Printer Triple Head Print;1040;NAN-19;1;5
OFF-LA-10001934;Wsparcie biura;Etykiety;Avery 516;10,75;TYP-30;15;105
FUR-BO-10004015;Meble;Regały;Bush Andora Bookcase, Maple/Graphite Gray Finish;98,39;ANG-05;1;6
FUR-FU-10004071;Meble;Meble;Luxo Professional Magnifying Clamp-On Fluorescent Lamps;118,57;BES-08;1;4
OFF-ST-10002444;Wsparcie biura;Składowanie;Recycled Eldon Regeneration Jumbo File;15,72;LEC-23;1;3
TEC-AC-10002253;Technologiczne;Akcesoria;Imation Bio 8GB USB Flash Drive Imation Corp;191,18;X-H-15;12;108
OFF-PA-10000743;Wsparcie biura;Papier;Xerox 1977;9,89;COL-25;3;6
OFF-LA-10002312;Wsparcie biura;Etykiety;Avery 490;16,28;COL-25;22;154
OFF-LA-10003510;Wsparcie biura;Etykiety;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;32,36;LEC-23;25;125
OFF-AR-10001118;Wsparcie biura;Artykuły;Binney & Smith Crayola Metallic Crayons, 16-Color Pack;3,51;COL-25;17;153
OFF-BI-10001575;Wsparcie biura;Segregatory;GBC Linen Binding Covers;2,48;SCR-27;9;81
FUR-FU-10003394;Meble;Meble;"Tenex ""The Solids"" Textured Chair Mats";81,85;CRO-07;1;9
FUR-TA-10002774;Meble;Tabel;Laminate Occasional Tables;118,68;AMP-04;1;9
OFF-PA-10001800;Wsparcie biura;Papier;Xerox 220;7;SCR-27;2;6
OFF-AP-10001469;Wsparcie biura;Urządzenia;Fellowes 8 Outlet Superior Workstation Surge Protector;37,12;TYP-30;9;63
FUR-BO-10003272;Meble;Regały;O'Sullivan Living Dimensions 5-Shelf Bookcases;154,69;TER-06;1;7
OFF-EN-10001219;Wsparcie biura;Koperty;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";8,33;PIE-22;24;192
OFF-AP-10001154;Wsparcie biura;Urządzenia;Bionaire Personal Warm Mist Humidifier/Vaporizer;65,18;COL-25;9;63
TEC-AC-10001606;Technologiczne;Akcesoria;Logitech Wireless Performance Mouse MX for PC and Mac;137,99;DOD-20;10;50
OFF-BI-10003355;Wsparcie biura;Segregatory;Cardinal Holdit Business Card Pockets;5,38;SCR-27;22;154
FUR-FU-10002253;Meble;Meble;"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock";42,51;CRO-07;1;3
OFF-PA-10004092;Wsparcie biura;Papier;Tops Green Bar Computer Printout Paper;73,41;HAR-21;2;4
FUR-TA-10000198;Meble;Tabel;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;628,12;BES-08;1;3
OFF-ST-10000036;Wsparcie biura;Składowanie;Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16;125,46;HAR-21;6;54
FUR-FU-10000222;Meble;Meble;"Seth Thomas 16"" Steel Case Clock";30,21;EXW-09;1;10
OFF-SU-10004664;Wsparcie biura;Wsparcie;Acme Softgrip Scissors;7,24;COL-29;12;84
OFF-EN-10001141;Wsparcie biura;Koperty;"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""";11,97;PIE-22;9;72
TEC-PH-10002170;Technologiczne;Telefony;ClearSounds CSC500 Amplified Spirit Phone Corded phone;61,59;REN-17;3;6
OFF-PA-10001954;Wsparcie biura;Papier;Xerox 1964;33,35;TYP-30;3;6
FUR-TA-10002228;Meble;Tabel;Bevis Traditional Conference Table Top, Plinth Base;123,34;AVF-02;1;3
OFF-ST-10004634;Wsparcie biura;Składowanie;Personal Folder Holder, Ebony;14,57;SCR-27;10;20
TEC-AC-10003610;Technologiczne;Akcesoria;Logitech Illuminated - Keyboard;88,79;X-H-15;14;140
FUR-BO-10001619;Meble;Regały;O'Sullivan Cherrywood Estates Traditional Bookcase;103,68;EXW-09;1;5
OFF-BI-10000138;Wsparcie biura;Segregatory;Acco Translucent Poly Ring Binders;5,05;PIE-22;16;144
TEC-AC-10001383;Technologiczne;Akcesoria;Logitech Wireless Touch Keyboard K400;29,24;NAN-19;5;30
OFF-LA-10003223;Wsparcie biura;Etykiety;Avery 508;5,35;LEC-23;14;112
OFF-BI-10004094;Wsparcie biura;Segregatory;GBC Standard Plastic Binding Systems Combs;-0,98;TYP-30;6;30
OFF-PA-10004971;Wsparcie biura;Papier;Xerox 196;6,3;MED-24;2;6
OFF-SU-10004261;Wsparcie biura;Wsparcie;"Fiskars 8"" Scissors, 2/Pack";15,35;PLA-26;22;132
TEC-PH-10000004;Technologiczne;Telefony;Belkin iPhone and iPad Lightning Cable;12,89;DOD-20;3;6
OFF-BI-10003638;Wsparcie biura;Segregatory;GBC Durable Plastic Covers;28,25;PLA-26;25;175
FUR-FU-10003577;Meble;Meble;Nu-Dell Leatherette Frames;19,5;EXW-09;1;7
OFF-BI-10000546;Wsparcie biura;Segregatory;Avery Durable Binders;4,29;COL-29;23;184
TEC-CO-10002095;Technologiczne;Kopiarki;Hewlett Packard 610 Color Digital Copier / Printer;524,99;DOD-20;1;4
FUR-TA-10001095;Meble;Tabel;Chromcraft Round Conference Tables;54,03;CRO-07;1;3
OFF-LA-10004484;Wsparcie biura;Etykiety;Avery 476;6,03;LEC-23;7;49
OFF-EN-10001532;Wsparcie biura;Koperty;Brown Kraft Recycled Envelopes;25,47;PIE-22;16;112
TEC-AC-10003174;Technologiczne;Akcesoria;Plantronics S12 Corded Telephone Headset System;150,91;DOD-20;6;42
OFF-BI-10004187;Wsparcie biura;Segregatory;3-ring staple pack;2,78;TYP-30;9;81
OFF-ST-10000025;Wsparcie biura;Składowanie;Fellowes Stor/Drawer Steel Plus Storage Drawers;101,16;MED-24;5;30
FUR-FU-10004306;Meble;Meble;Electrix Halogen Magnifier Lamp;167,1;ANG-05;1;5
FUR-CH-10003746;Meble;Krzesła;Hon 4070 Series Pagoda Round Back Stacking Chairs;410,86;BBB-03;1;9
OFF-BI-10001036;Wsparcie biura;Segregatory;Cardinal EasyOpen D-Ring Binders;13,71;SCR-27;19;152
OFF-BI-10000301;Wsparcie biura;Segregatory;GBC Instant Report Kit;9,71;COL-29;14;112
OFF-AR-10004648;Wsparcie biura;Artykuły;Boston 19500 Mighty Mite Electric Pencil Sharpener;25,59;SCR-27;20;120
FUR-FU-10002597;Meble;Meble;C-Line Magnetic Cubicle Keepers, Clear Polypropylene;7,01;OBE-10;1;4
OFF-AR-10003405;Wsparcie biura;Artykuły;Dixon My First Ticonderoga Pencil, #2;5,21;LEC-23;13;104
FUR-CH-10002335;Meble;Krzesła;Hon GuestStacker Chair;194,94;BES-08;1;10
OFF-PA-10003657;Wsparcie biura;Papier;Xerox 1927;6,21;HAR-21;2;8
FUR-BO-10004409;Meble;Regały;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;19,87;BES-08;1;5
TEC-AC-10000057;Technologiczne;Akcesoria;Microsoft Natural Ergonomic Keyboard 4000;24,29;STI-12;8;80
OFF-EN-10000056;Wsparcie biura;Koperty;Cameo Buff Policy Envelopes;91,48;PIE-22;24;120
OFF-BI-10000014;Wsparcie biura;Segregatory;Heavy-Duty E-Z-D Binders;11,68;MED-24;17;119
FUR-CH-10004675;Meble;Krzesła;Lifetime Advantage Folding Chairs, 4/Carton;191,91;AVF-02;1;7
OFF-BI-10001132;Wsparcie biura;Segregatory;"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""";8,02;MED-24;17;102
FUR-CH-10003199;Meble;Krzesła;Office Star - Contemporary Task Swivel Chair;137,62;TER-06;1;8
TEC-PH-10001530;Technologiczne;Telefony;Cisco Unified IP Phone 7945G VoIP phone;289,84;REN-17;3;15
OFF-LA-10001569;Wsparcie biura;Etykiety;Avery 499;7,27;MED-24;13;104
OFF-PA-10000176;Wsparcie biura;Papier;Xerox 1887;28,08;COL-29;2;6
OFF-LA-10002271;Wsparcie biura;Etykiety;Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set;4,56;MED-24;16;112
FUR-FU-10004090;Meble;Meble;"Executive Impressions 14"" Contract Wall Clock";29,57;BES-08;1;5
OFF-AP-10000576;Wsparcie biura;Urządzenia;Belkin 7 Outlet SurgeMaster II;50,53;TYP-30;2;6
OFF-PA-10003953;Wsparcie biura;Papier;Xerox 218;9,59;PLA-26;4;12
FUR-FU-10000794;Meble;Meble;Eldon Stackable Tray, Side-Load, Legal, Smoke;12,25;AMP-04;1;7
OFF-AR-10001897;Wsparcie biura;Artykuły;Model L Table or Wall-Mount Pencil Sharpener;15,83;SCR-27;16;96
TEC-PH-10001795;Technologiczne;Telefony;ClearOne CHATAttach 160 - speaker phone;557,99;X-H-15;1;3
TEC-AC-10004901;Technologiczne;Akcesoria;Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ;66,99;MIC-18;8;56
OFF-AR-10003190;Wsparcie biura;Artykuły;Newell 32;3,69;COL-25;23;184
OFF-AP-10000240;Wsparcie biura;Urządzenia;Belkin F9G930V10-GRY 9 Outlet Surge;68,99;MED-24;8;72
TEC-AC-10001838;Technologiczne;Akcesoria;Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset;285,99;X-H-15;13;117
OFF-PA-10003651;Wsparcie biura;Papier;Xerox 1968;7,21;PIE-22;3;12
OFF-BI-10003094;Wsparcie biura;Segregatory;Self-Adhesive Ring Binder Labels;0,25;SCR-27;5;30
FUR-CH-10001394;Meble;Krzesła;Global Leather Executive Chair;245,69;STI-01;1;2
OFF-BI-10004230;Wsparcie biura;Segregatory;GBC Recycled Grain Textured Covers;2,76;TYP-30;10;50
OFF-PA-10003395;Wsparcie biura;Papier;Xerox 1941;113,24;MED-24;2;8
TEC-AC-10002402;Technologiczne;Akcesoria;Razer Kraken PRO Over Ear PC and Music Headset;103,99;WTF-11;12;84
TEC-AC-10003441;Technologiczne;Akcesoria;Kingston Digital DataTraveler 32GB USB 2.0;17,97;STI-12;10;60
OFF-FA-10002280;Wsparcie biura;Łączniki;Advantus Plastic Paper Clips;7,4;COL-29;7;35
OFF-SU-10000381;Wsparcie biura;Wsparcie;Acme Forged Steel Scissors with Black Enamel Handles;12,01;LEC-23;10;50
OFF-EN-10004459;Wsparcie biura;Koperty;Security-Tint Envelopes;11,39;COL-29;11;99
FUR-CH-10000665;Meble;Krzesła;Global Airflow Leather Mesh Back Chair, Black;196,28;OBE-10;1;3
OFF-AP-10003884;Wsparcie biura;Urządzenia;Fellowes Smart Surge Ten-Outlet Protector, Platinum;77,08;MED-24;9;45
TEC-PH-10001557;Technologiczne;Telefony;Pyle PMP37LED;121,91;MIC-18;1;3
TEC-PH-10002085;Technologiczne;Telefony;Clarity 53712;83,15;AKO-14;2;10
OFF-AR-10002956;Wsparcie biura;Artykuły;Boston 16801 Nautilus Battery Pencil Sharpener;18,93;SCR-27;12;84
OFF-AP-10003266;Wsparcie biura;Urządzenia;Holmes Replacement Filter for HEPA Air Cleaner, Large Room;15,11;PEN-28;7;63
TEC-MA-10004002;Technologiczne;Maszyny;Zebra GX420t Direct Thermal/Thermal Transfer Printer;153,98;X-H-15;1;3
OFF-BI-10001071;Wsparcie biura;Segregatory;GBC ProClick Punch Binding System;-7,04;SCR-27;6;36
OFF-PA-10001560;Wsparcie biura;Papier;Adams Telephone Message Books, 5 1/4” x 11”;6,46;MED-24;2;6
OFF-AR-10002578;Wsparcie biura;Artykuły;Newell 335;3,72;PLA-26;5;45
FUR-BO-10001519;Meble;Regały;O'Sullivan 3-Shelf Heavy-Duty Bookcases;48,84;CRO-07;1;4
OFF-BI-10001294;Wsparcie biura;Segregatory;Fellowes Binding Cases;12,29;SCR-27;12;60
OFF-BI-10001636;Wsparcie biura;Segregatory;Ibico Plastic and Wire Spiral Binding Combs;8,94;TYP-30;24;216
OFF-SU-10002503;Wsparcie biura;Wsparcie;Acme Preferred Stainless Steel Scissors;7,33;SCR-27;10;60
OFF-LA-10004093;Wsparcie biura;Etykiety;Avery 486;10,75;LEC-23;20;100
FUR-FU-10003878;Meble;Meble;"Linden 10"" Round Wall Clock, Black";14,37;BES-08;1;6
TEC-AC-10000710;Technologiczne;Akcesoria;Maxell DVD-RAM Discs;23,57;AKO-14;10;90
OFF-AR-10002335;Wsparcie biura;Artykuły;DIXON Oriole Pencils;3,25;PEN-28;8;56
OFF-PA-10001870;Wsparcie biura;Papier;Xerox 202;9,59;TYP-30;2;6
OFF-PA-10001019;Wsparcie biura;Papier;Xerox 1884;29,37;SCR-27;3;9
OFF-SU-10002537;Wsparcie biura;Wsparcie;Acme Box Cutter Scissors;12,89;TYP-30;7;56
OFF-ST-10003221;Wsparcie biura;Składowanie;Staple magnet;13,57;COL-25;2;10
OFF-AR-10003752;Wsparcie biura;Artykuły;Deluxe Chalkboard Eraser Cleaner;16,87;SCR-27;22;220
TEC-AC-10001714;Technologiczne;Akcesoria;Logitech MX Performance Wireless Mouse;38,69;WTF-11;7;49
OFF-AR-10003958;Wsparcie biura;Artykuły;Newell 337;2,92;HAR-21;10;100
TEC-PH-10002923;Technologiczne;Telefony;Logitech B530 USB Headset - headset - Full size, Binaural;32,18;REN-17;2;8
OFF-LA-10004272;Wsparcie biura;Etykiety;Avery 482;4,25;COL-25;22;110
FUR-FU-10000965;Meble;Meble;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock";73,24;AMP-04;1;5
OFF-LA-10004853;Wsparcie biura;Etykiety;Avery 483;5,28;SCR-27;17;85
OFF-BI-10003719;Wsparcie biura;Segregatory;Large Capacity Hanging Post Binders;1,5;TYP-30;6;54
OFF-BI-10000545;Wsparcie biura;Segregatory;GBC Ibimaster 500 Manual ProClick Binding System;76,1;HAR-21;16;80
OFF-PA-10003591;Wsparcie biura;Papier;Southworth 100% Cotton The Best Paper;17,22;COL-25;3;12
OFF-PA-10001790;Wsparcie biura;Papier;Xerox 1910;51,88;HAR-21;4;12
TEC-AC-10002049;Technologiczne;Akcesoria;Logitech G19 Programmable Gaming Keyboard;146,31;NAN-19;7;56
OFF-BI-10003712;Wsparcie biura;Segregatory;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";0,44;TYP-30;8;80
OFF-BI-10003984;Wsparcie biura;Segregatory;Lock-Up Easel 'Spel-Binder';30,53;PIE-22;5;45
FUR-FU-10001424;Meble;Meble;Dax Clear Box Frame;11,7;TER-06;1;5
OFF-BI-10002071;Wsparcie biura;Segregatory;Fellowes Black Plastic Comb Bindings;6,16;SCR-27;11;55
OFF-ST-10002486;Wsparcie biura;Składowanie;Eldon Shelf Savers Cubes and Bins;7,12;PEN-28;8;64
TEC-AC-10000927;Technologiczne;Akcesoria;Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ;32,99;DOD-20;7;56
OFF-PA-10001622;Wsparcie biura;Papier;"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled";6,58;SCR-27;4;16
OFF-AR-10003158;Wsparcie biura;Artykuły;Fluorescent Highlighters by Dixon;5,33;HAR-21;17;85
TEC-PH-10002660;Technologiczne;Telefony;Nortel Networks T7316 E Nt8 B27;84,99;MIC-18;3;15
OFF-BI-10003364;Wsparcie biura;Segregatory;Binding Machine Supplies;31,5;HAR-21;24;216
OFF-EN-10001099;Wsparcie biura;Koperty;Staple envelope;10,37;LEC-23;12;84
OFF-PA-10002250;Wsparcie biura;Papier;Things To Do Today Pad;8,69;LEC-23;1;3
OFF-BI-10004716;Wsparcie biura;Segregatory;Wilson Jones Hanging Recycled Pressboard Data Binders;1,19;HAR-21;25;250
OFF-LA-10001045;Wsparcie biura;Etykiety;Permanent Self-Adhesive File Folder Labels for Typewriters by Universal;2,77;LEC-23;21;147
